LSOA11CD,primary_code,primary_type,COA,ACS,OPS,WIC,WAL,GRQ,URB,DIS,DRN,CRN,DUN,LOU,DIU,REU,OUT,MEU,HDU
E01023725,URB,Urban buffer,0.216187131,0,0.000172745,0,0,0,0.783640111,0,0,0,0,0,0,0,0,0,0
E01023744,URB,Urban buffer,0,0,0.001658391,0,0.456675297,0,0.541646596,1.97E-05,0,0,0,0,0,0,0,0,0
E01023781,WAL,Warehouse/Park land,0,0,0,0,0.936155149,0,0,0.043395221,0,0,0.020449613,0,0,0,0,0,0
E01023789,DIS,Disconnected suburbia,0,0,0.156004099,0,0.065380561,0,0.01357017,0.73514682,0,0,0.029898345,0,0,0,0,0,0
E01023790,DIS,Disconnected suburbia,0,0,0,0,0.001474825,0,0,0.987444661,0,0,0.01108055,0,0,0,0,0,0
E01023796,WAL,Warehouse/Park land,0,0,0,0,0.522548983,0,0.109466105,0.367984933,0,0,0,0,0,0,0,0,0
E01023801,DIS,Disconnected suburbia,0,0,0.183935165,0,0.034127389,0,0.111743869,0.670193606,0,0,0,0,0,0,0,0,0
E01023802,DIS,Disconnected suburbia,0,0,0.451853148,0,0.011936769,0,0.038229226,0.497980825,0,0,0,0,0,0,0,0,0
E01023839,ACS,Accessible suburbia,0,0.647830567,0.068605001,0,0.277846783,0,0.005717639,0,0,0,0,0,0,0,0,0,0
E01023857,CRN,Connected residential neighbourhoods,0,0,0,0,0,0,0,0,0,1.000000017,0,0,0,0,0,0,0
E01023896,ACS,Accessible suburbia,0,0.752398031,0,0,0.00169807,0,0,0,0,0.245903904,0,0,0,0,0,0,0
E01023932,WAL,Warehouse/Park land,0,0,0,0,0.969156176,0,0.030843862,0,0,0,0,0,0,0,0,0,0
E01023942,WAL,Warehouse/Park land,0,0,0,0,0.913238725,0,0.086761326,0,0,0,0,0,0,0,0,0,0
E01023970,URB,Urban buffer,0.021133942,0,0.012725107,0,0,0,0.96614093,0,0,0,0,0,0,0,0,0,0
E01023971,URB,Urban buffer,0.000303063,0,0,0,0.197050737,0,0.802646231,0,0,0,0,0,0,0,0,0,0
E01024001,OPS,Open sprawl,0,0,0.590610006,0,0.134806756,0,0.214596908,0.05998633,0,0,0,0,0,0,0,0,0
E01024006,URB,Urban buffer,0,0,0.3149396,0,0,0,0.629479477,0.055580929,0,0,0,0,0,0,0,0,0
E01024019,OPS,Open sprawl,0,0,0.867189479,0,0,0,0,0.13281055,0,0,0,0,0,0,0,0,0
E01024022,URB,Urban buffer,0,0,0.260573354,0,0.017987947,0.035610921,0.612341301,0.028944354,0.027383039,0.017159095,0,0,0,0,0,0,0
E01024081,GRQ,Gridded residential quarters,0,0.244076105,0,0,0,0.578671558,0,0,0.00145812,0.140578615,0,0,0,0,0,0,0
E01024098,ACS,Accessible suburbia,0,0.663354124,0.324560109,0,0,0,0.012085772,0,0,0,0,0,0,0,0,0,0
E01024102,DIS,Disconnected suburbia,0,0,0.353172585,0,0,0,0,0.584418516,0,0.062408926,0,0,0,0,0,0,0
E01024130,URB,Urban buffer,0,0,0.071130148,0,0.006570289,0,0.87382512,0.027360536,0,0.021113868,0,0,0,0,0,0,0
E01024166,OPS,Open sprawl,0,0.013299144,0.776836085,0,0,0,0,0.131261865,0.077415421,0.001187503,0,0,0,0,0,0,0
E01024180,WAL,Warehouse/Park land,0,0,0.066703119,0,0.844520202,0,0,0,0.088776673,0,0,0,0,0,0,0,0
E01024201,COA,Countryside agriculture,0.782565951,0,0,0,0,0,0.217434033,0,0,0,0,0,0,0,0,0,0
E01024213,URB,Urban buffer,0,0.004083686,0.101191077,0,0.065583966,0,0.821448618,0,0.00769265,0,0,0,0,0,0,0,0
E01024224,URB,Urban buffer,0,0.157490163,0,0,0,0,0.801783835,0.040725985,0,0,0,0,0,0,0,0,0
E01024227,URB,Urban buffer,0,0.154194311,0.185198585,0,0,0.07501119,0.517341356,0,0,0,0,0,0,0,0,0,0
E01024251,DIS,Disconnected suburbia,0,0.265860421,0.019382189,0,0,0,0.328512329,0.386245057,0,0,0,0,0,0,0,0,0
E01024268,URB,Urban buffer,0,0.038283548,0,0,0,0,0.961716482,0,0,0,0,0,0,0,0,0,0
E01024276,DRN,Dense residential neighbourhoods,0,0,0.413015651,0,0.006686122,0.054555282,0,0,0.524081672,0.001661279,0,0,0,0,0,0,0
E01024284,GRQ,Gridded residential quarters,0,0,0,0,0,0.542772836,0,0,0.329821347,0.127405795,0,0,0,0,0,0,0
E01024331,URB,Urban buffer,0.151209376,0,0,0,0,0,0.848790577,0,0,0,0,0,0,0,0,0,0
E01024376,URB,Urban buffer,0,0.005789335,0.000939825,0,0,0,0.993270825,0,0,0,0,0,0,0,0,0,0
E01024384,OPS,Open sprawl,0,0,0.815858458,0,0.010700487,0,0.173441039,0,0,0,0,0,0,0,0,0,0
E01024396,ACS,Accessible suburbia,0,0.625221545,0.361932147,0,0.012846327,0,0,0,0,0,0,0,0,0,0,0,0
E01024414,URB,Urban buffer,0.122985905,0,0,0,0.131554845,0,0.745459241,0,0,0,0,0,0,0,0,0,0
E01024415,COA,Countryside agriculture,0.384268479,0,0,0,0.242755019,0,0.372976499,0,0,0,0,0,0,0,0,0,0
E01024425,URB,Urban buffer,0,0,0.336899339,0,0,0,0.649021632,0.014079044,0,0,0,0,0,0,0,0,0
E01024454,URB,Urban buffer,0,0,0,0,0,0,1.000000042,0,0,0,0,0,0,0,0,0,0
E01024462,URB,Urban buffer,0.485265338,0,0,0,0,0,0.514734615,0,0,0,0,0,0,0,0,0,0
E01024476,URB,Urban buffer,0,0.173236055,0.117394591,0,0,0,0.470462864,0.238906478,0,0,0,0,0,0,0,0,0
E01024478,URB,Urban buffer,0,0.160434687,0.127070378,0,0,0,0.651055008,0.061439915,0,0,0,0,0,0,0,0,0
E01024495,OPS,Open sprawl,0,0,0.572293234,0,0.013455337,0,0,0.002840333,0.411411113,0,0,0,0,0,0,0,0
E01024499,CRN,Connected residential neighbourhoods,0,0,0,0,0,0,0,0,0.453917592,0.546081512,9.38E-07,0,0,0,0,0,0
E01024552,URB,Urban buffer,0.199040099,0.002919083,0.014614011,0,0.040572757,0,0.697226993,0,0.01987229,0,0,0,0,0,0,0,0
E01024557,COA,Countryside agriculture,0.572445966,0,0,0,0,0,0.427554017,0,0,0,0,0,0,0,0,0,0
E01024591,URB,Urban buffer,0,0.017269996,0.083843901,0,0.054966259,0,0.797527723,0.02408304,0.00282617,0,2.50E-06,0,0,0,0,0,0
E01024613,WAL,Warehouse/Park land,0,0.053405314,0.044994616,0,0.572940509,0.005746503,0,0.018981738,0,0.223642057,0,0,0,0,0,0,0
E01024642,ACS,Accessible suburbia,0,0.907839259,0,0,0,0.008412829,0,0,0,0,0,0,0,0,0,0,0
E01024671,GRQ,Gridded residential quarters,0,0,0,0,0,0.998261649,0,0,0,0,0,0,0,0,0,0,0
E01024706,ACS,Accessible suburbia,0,0.971847455,0,0,0,0.028152574,0,0,0,0,0,0,0,0,0,0,0
E01024745,COA,Countryside agriculture,0.810617771,0,4.14E-05,0,0,0,0.189340819,0,0,0,0,0,0,0,0,0,0
E01024764,OPS,Open sprawl,0,0,0.934537904,0,0,0,0.065462074,0,0,0,0,0,0,0,0,0,0
E01024784,URB,Urban buffer,0,0,0,0,0,0,1.000000031,0,0,0,0,0,0,0,0,0,0
E01024787,COA,Countryside agriculture,0.982877042,0,0,0,0,0,0.017122987,0,0,0,0,0,0,0,0,0,0
E01024790,URB,Urban buffer,0.268163093,0,0.075978207,0,0,0,0.648899911,0.006958818,0,0,0,0,0,0,0,0,0
E01024797,OPS,Open sprawl,0.104731847,0,0.526287071,0,0.007653769,0,0.289643682,0.071683623,0,0,0,0,0,0,0,0,0
E01024804,COA,Countryside agriculture,0.999803373,0,0,0,0,0,0.000196618,0,0,0,0,0,0,0,0,0,0
E01024848,OPS,Open sprawl,0,0.056693715,0.591445157,0,0,0,0.351861139,0,0,0,0,0,0,0,0,0,0
E01024850,URB,Urban buffer,0,0,0.008659283,0,0,0,0.991340733,0,0,0,0,0,0,0,0,0,0
E01024855,DRN,Dense residential neighbourhoods,0,0,0,0,0,0,0,0,0.570240411,0.233556264,0.196203333,0,0,0,0,0,0
E01024859,URB,Urban buffer,0,0,0.378031344,0,0.00010091,0,0.621867785,0,0,0,0,0,0,0,0,0,0
E01024866,OPS,Open sprawl,0,0,0.826536072,0,0.018589373,0,1.28E-06,0.059831468,0,0.095041823,0,0,0,0,0,0,0
E01024868,COA,Countryside agriculture,0.64183373,0,0.008699848,0.27276698,0,0,0.076699471,0,0,0,0,0,0,0,0,0,0
E01024876,DUN,Dense urban neighbourhoods,0,0,0,0,0,0.238754733,0,0,0.31054496,0,0.450700285,0,0,0,0,0,0
E01024934,OPS,Open sprawl,0,0.140027121,0.616928963,0,0,0.216666364,0.006940441,0.0037536,0.015683504,0,0,0,0,0,0,0,0
E01024962,URB,Urban buffer,0,0.096866099,0.109326736,0,0,0,0.793807167,0,0,0,0,0,0,0,0,0,0
E01024967,URB,Urban buffer,0.065251604,0.030445823,0.006868492,0,0,0,0.897434099,0,0,0,0,0,0,0,0,0,0
E01024972,URB,Urban buffer,0,0.178381933,0.363986425,0,0,0,0.457631677,0,0,0,0,0,0,0,0,0,0
E01025057,GRQ,Gridded residential quarters,0,0,0,0,0,0.854581348,0,0,0,0.145418628,0,0,0,0,0,0,0
E01025081,OPS,Open sprawl,0,0.002270181,0.728528504,0,0,0,0.269201341,0,0,0,0,0,0,0,0,0,0
E01025103,OPS,Open sprawl,0,0,0.929348471,0,0,0,0.004641172,0,0.010025236,0,0,0,0,0,0,0,0
E01025122,OPS,Open sprawl,0,0.411568651,0.487979539,0,0,0,0.070189801,0,0,0,0,0,0,0,0,0,0
E01025169,URB,Urban buffer,0.146648997,0,0,0,0,0,0.615335673,0,0,0,0,0,0,0,0,0,0
E01025177,COA,Countryside agriculture,0.614865487,0,0.04931557,0.11873641,0.020090974,0,0.196991569,0,0,0,0,0,0,0,0,0,0
E01025206,URB,Urban buffer,0.004156771,0,0.172794886,0,0.002798796,0.02263854,0.679031845,0,0.118579158,0,0,0,0,0,0,0,0
E01025234,URB,Urban buffer,0.031635681,0,0.333303927,0,0.121197209,0,0.492359608,0.00470761,0.002166264,0.014629682,0,0,0,0,0,0,0
E01025254,OPS,Open sprawl,0,0,1.000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01025271,ACS,Accessible suburbia,0,0.532404081,0.09936194,0,0,0,0.368234007,0,0,0,0,0,0,0,0,0,0
E01025293,GRQ,Gridded residential quarters,0,0,0,0,0,0.722455105,0,0,0,0,0,0.277544893,0,0,0,0,0
E01025317,COA,Countryside agriculture,0.597619311,0,0.010614631,0.001518527,0,0,0.39024751,0,0,0,0,0,0,0,0,0,0
E01025324,URB,Urban buffer,0.000129507,0.001232076,0.051153934,0,0,0,0.946892332,0,0,0.000592121,0,0,0,0,0,0,0
E01025325,DIS,Disconnected suburbia,0,0.113813767,0.255885642,0,0,0,0.134185686,0.496114908,0,0,0,0,0,0,0,0,0
E01025336,COA,Countryside agriculture,0.930074808,0,0,0.000324814,0,0,0.069600398,0,0,0,0,0,0,0,0,0,0
E01025337,URB,Urban buffer,0.343555248,0.000944688,0,0,0,0,0.655500045,0,0,0,0,0,0,0,0,0,0
E01025348,COA,Countryside agriculture,0.420177271,0,0,0.398636563,0,0,0.181186171,0,0,0,0,0,0,0,0,0,0
E01025356,OPS,Open sprawl,0,0,0.995614444,0,0,0,0.000208213,0,0.004177344,0,0,0,0,0,0,0,0
E01025358,URB,Urban buffer,0.376476042,0,0,0,0,0,0.623523967,0,0,0,0,0,0,0,0,0,0
E01025385,URB,Urban buffer,0,0,0.125971825,0,0.378103885,0,0.464273472,0.016614973,0.006240899,0.008794976,0,0,0,0,0,0,0
E01025387,OPS,Open sprawl,0,0,0.67777745,0,0,0,0.298885036,0,0.023337521,0,0,0,0,0,0,0,0
E01025400,URB,Urban buffer,0,0.005862966,0.170171327,0,0.045908307,0,0.76463625,0.013421155,0,0,0,0,0,0,0,0,0
E01025413,URB,Urban buffer,0.000789832,0.000818807,0.101261262,0,0,0,0.897130085,0,0,0,0,0,0,0,0,0,0
E01025426,ACS,Accessible suburbia,0,0.535843309,0.464156712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01025466,ACS,Accessible suburbia,0,1.000000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01025469,OPS,Open sprawl,0,0,0.965772797,0,0,0,0.031768363,0.002458853,0,0,0,0,0,0,0,0,0
E01025472,URB,Urban buffer,0.008724053,0.015973811,0,0,0,0,0.975302121,0,0,0,0,0,0,0,0,0,0
E01025484,URB,Urban buffer,0.388892482,0,0.028653921,0,0,0,0.581563498,0.000890117,0,0,0,0,0,0,0,0,0
E01025523,URB,Urban buffer,0.009488663,0,0,0,0.267826389,0,0.714317686,0.008086093,0.000281162,0,0,0,0,0,0,0,0
E01025555,ACS,Accessible suburbia,0,0.999999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01025565,COA,Countryside agriculture,0.623054563,0,0,0,0,0,0.332353122,0,0,0,0,0,0,0,0,0,0
E01025570,GRQ,Gridded residential quarters,0,0.274090927,0,0,0,0.619792947,0,0,0,0,0,0,0,0,0,0,0
E01025606,GRQ,Gridded residential quarters,0,0,0,0,0,0.973885315,0,0,0,0.026114732,0,0,0,0,0,0,0
E01025619,OPS,Open sprawl,0,0.076450938,0.92084917,0,0,0,0.002699868,0,0,0,0,0,0,0,0,0,0
E01025644,URB,Urban buffer,0,0,0,0,0,0,1.000000038,0,0,0,0,0,0,0,0,0,0
E01025671,URB,Urban buffer,0,0.04953454,0.225473045,0,0,0,0.723840983,0.001151401,0,0,0,0,0,0,0,0,0
E01025708,URB,Urban buffer,0.006079791,0.002436784,0.024222204,0,0.033225708,0,0.934035494,0,0,0,0,0,0,0,0,0,0
E01025736,URB,Urban buffer,0,0,0.007924477,0,0,0,0.99207555,0,0,0,0,0,0,0,0,0,0
E01025741,OPS,Open sprawl,0,0.313611774,0.363188009,0,0,0,0.323200208,0,0,0,0,0,0,0,0,0,0
E01025750,URB,Urban buffer,0,0,0.002282171,0,0,0,0.687475285,0.310242569,0,0,0,0,0,0,0,0,0
E01025775,URB,Urban buffer,0,0,0.033884816,0,0,0,0.948947341,0.017167882,0,0,0,0,0,0,0,0,0
E01025793,URB,Urban buffer,0.001429294,0.097887132,0.059346587,0,0,0,0.841337013,0,0,0,0,0,0,0,0,0,0
E01025799,COA,Countryside agriculture,0.644381415,0,0.113194989,0,0,0,0.239039557,0.003384027,0,0,0,0,0,0,0,0,0
E01025815,COA,Countryside agriculture,0.895755882,0,0,0.065168525,0,0,0.039075568,0,0,0,0,0,0,0,0,0,0
E01025866,OPS,Open sprawl,0,0.205169159,0.658936584,0,0,0,0.135894277,0,0,0,0,0,0,0,0,0,0
E01025884,COA,Countryside agriculture,0.632455282,0,0.003339833,0,0,0,0.364204911,0,0,0,0,0,0,0,0,0,0
E01025885,COA,Countryside agriculture,0.981929544,0.000703207,0,0,0,0,0.017367257,0,0,0,0,0,0,0,0,0,0
E01025888,COA,Countryside agriculture,0.907084812,0,0,0.000882032,0,0,0.092033135,0,0,0,0,0,0,0,0,0,0
E01025895,URB,Urban buffer,0.283574053,0.183491323,0.04741597,0,0,0,0.485518649,0,0,0,0,0,0,0,0,0,0
E01025904,URB,Urban buffer,0.010712804,0.05722525,0.018295381,0,0,0,0.91376655,0,0,0,0,0,0,0,0,0,0
E01025909,COA,Countryside agriculture,0.968465267,0,0,0.015525733,0,0,0.016009003,0,0,0,0,0,0,0,0,0,0
E01025927,URB,Urban buffer,0.043309416,0.014447145,0.000287319,0,0,0,0.941956147,0,0,0,0,0,0,0,0,0,0
E01025930,DIS,Disconnected suburbia,0,0,0.273836254,0,0.30389279,0,0.099020454,0.321869791,0.001380706,0,0,0,0,0,0,0,0
E01025931,DIS,Disconnected suburbia,0,0.317573408,0.164433032,0,0,0,0,0.501081345,0.01691221,0,0,0,0,0,0,0,0
E01025932,ACS,Accessible suburbia,0,0.486979171,0.029823954,0,0.362402864,0,0.06773054,0.053063507,0,0,0,0,0,0,0,0,0
E01025940,URB,Urban buffer,0,0.002040356,0.014826318,0,0,0,0.978067097,0.00506625,0,0,0,0,0,0,0,0,0
E01025987,OPS,Open sprawl,0,0.214078681,0.476264119,0,0,0,0,0,0.309657175,0,0,0,0,0,0,0,0
E01026023,COA,Countryside agriculture,0.98621226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026043,COA,Countryside agriculture,0.480962714,0.02753103,0.014149828,0,0,0,0.461970857,0.015385541,0,0,0,0,0,0,0,0,0
E01026052,COA,Countryside agriculture,0.563379944,0,0.016811689,0,0.000245729,0,0.418696074,0.000866566,0,0,0,0,0,0,0,0,0
E01026077,COA,Countryside agriculture,0.441218738,0,0.116020673,0,0.015244785,0,0.394525608,0.032990198,0,0,0,0,0,0,0,0,0
E01026094,URB,Urban buffer,0,0.049903832,0.143345881,0,0,0,0.80373753,0.003012756,0,0,0,0,0,0,0,0,0
E01026100,COA,Countryside agriculture,0.763159443,0,0.035058065,0,0,0,0.201782466,0,0,0,0,0,0,0,0,0,0
E01026104,URB,Urban buffer,0.409786203,0.043846631,0.059475296,0,0,0,0.486891877,0,0,0,0,0,0,0,0,0,0
E01026115,URB,Urban buffer,0,0,0.091345241,0,0,0,0.908654771,0,0,0,0,0,0,0,0,0,0
E01026145,DRN,Dense residential neighbourhoods,0,0,0.029784552,0,0.06419135,0.387324448,0,0,0.49787926,0.003546701,0.017273698,0,0,0,0,0,0
E01026166,ACS,Accessible suburbia,0,0.697685649,0.226997074,0,0.025384286,0,0,0.049933004,0,0,0,0,0,0,0,0,0
E01026168,URB,Urban buffer,0,0.344795602,0.194089172,0,0.06153004,0.021610146,0.349399811,0.028575254,0,0,0,0,0,0,0,0,0
E01026186,OPS,Open sprawl,0,0.243496026,0.65093958,0,0,0,0.105564368,0,0,0,0,0,0,0,0,0,0
E01026189,URB,Urban buffer,0.000386061,0.001751924,0.035515896,0,0,0,0.962346141,0,0,0,0,0,0,0,0,0,0
E01026192,COA,Countryside agriculture,0.999397615,0,0,0,0,0,0.000602418,0,0,0,0,0,0,0,0,0,0
E01026207,COA,Countryside agriculture,0.814102466,0,0,0.185847299,0,0,5.02E-05,0,0,0,0,0,0,0,0,0,0
E01026218,ACS,Accessible suburbia,0,0.506679324,0.453854587,0,0,0,0,0.039466068,0,0,0,0,0,0,0,0,0
E01026230,URB,Urban buffer,0.001650014,0.003202082,0.096617221,0,0,0,0.890398655,0.008132032,0,0,0,0,0,0,0,0,0
E01026255,URB,Urban buffer,0.239835568,0.103777135,0.09015299,0,0,0,0.566234325,0,0,0,0,0,0,0,0,0,0
E01026281,COA,Countryside agriculture,0.927796229,0,0,0,0,0,0.072203804,0,0,0,0,0,0,0,0,0,0
E01026302,ACS,Accessible suburbia,0,0.646490476,0.036782644,0,0,0,0.316726881,0,0,0,0,0,0,0,0,0,0
E01026304,COA,Countryside agriculture,0.610500306,0,0.000491016,0,0,0,0.389008662,0,0,0,0,0,0,0,0,0,0
E01026311,OPS,Open sprawl,0,0.316569157,0.361476947,0,0,0,0,0.321953916,0,0,0,0,0,0,0,0,0
E01026314,COA,Countryside agriculture,0.786664162,0,0,0,0,0,0.213335844,0,0,0,0,0,0,0,0,0,0
E01026335,URB,Urban buffer,0,0.170811867,0.147233828,0,0,0,0.652640062,0.029314228,0,0,0,0,0,0,0,0,0
E01026336,URB,Urban buffer,0.436433397,0.00428093,0.025701225,0,0,0,0.533157601,0.000426831,0,0,0,0,0,0,0,0,0
E01026374,WAL,Warehouse/Park land,0,0,0.172972119,0,0.471200668,0,0.35582717,0,0,0,0,0,0,0,0,0,0
E01026377,OPS,Open sprawl,0,0,0.827113514,0,0.090928585,0,0.081957872,0,0,0,0,0,0,0,0,0,0
E01026379,OPS,Open sprawl,0,0.094312569,0.428274325,0,0,0.190291272,0.212551757,0,0.024616774,0.049953296,0,0,0,0,0,0,0
E01026386,COA,Countryside agriculture,1.000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026398,COA,Countryside agriculture,0.831232367,0.00651552,0.00183079,0,0,0,0.160421333,0,0,0,0,0,0,0,0,0,0
E01026410,COA,Countryside agriculture,1.000000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026411,COA,Countryside agriculture,0.999541277,0,0,0.00045874,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026456,URB,Urban buffer,0.267734851,0.007452442,0.029146841,0,0,0,0.695665849,0,0,0,0,0,0,0,0,0,0
E01026475,OPS,Open sprawl,0.197867054,0,0.426997923,0,0.019548233,0,0.355524736,6.21E-05,0,0,0,0,0,0,0,0,0
E01026483,COA,Countryside agriculture,0.999216147,0,0,0,0,0,0.000783858,0,0,0,0,0,0,0,0,0,0
E01026499,URB,Urban buffer,0,0.415174755,0.109102192,0,0,0,0.475723063,0,0,0,0,0,0,0,0,0,0
E01026513,URB,Urban buffer,0.243096136,0.030743396,0.020459929,0,0,0,0.705700538,0,0,0,0,0,0,0,0,0,0
E01026533,COA,Countryside agriculture,0.934550788,0,0,0,0,0,0.065449252,0,0,0,0,0,0,0,0,0,0
E01026534,COA,Countryside agriculture,0.969715521,0,0,0,0,0,0.030284495,0,0,0,0,0,0,0,0,0,0
E01026547,COA,Countryside agriculture,0.983020775,0.000141071,0.000162175,0,0,0,0.016676015,0,0,0,0,0,0,0,0,0,0
E01026612,URB,Urban buffer,0,0.269519643,0.152876633,0,0,0,0.577603711,0,0,0,0,0,0,0,0,0,0
E01026627,URB,Urban buffer,0,0.003790082,0.013761715,0,0,0,0.982448176,0,0,0,0,0,0,0,0,0,0
E01026637,COA,Countryside agriculture,0.616540638,0.000848549,0.003541563,0,0,0,0.379069254,0,0,0,0,0,0,0,0,0,0
E01026651,COA,Countryside agriculture,0.998855054,0,0,0,0,0,0.001144991,0,0,0,0,0,0,0,0,0,0
E01026676,URB,Urban buffer,0.00012097,0.027142217,0,0,0,0,0.97273683,0,0,0,0,0,0,0,0,0,0
E01026677,URB,Urban buffer,0,0.304989159,0.054357513,0,0,0,0.64065332,0,0,0,0,0,0,0,0,0,0
E01026686,URB,Urban buffer,0,0,0.424711036,0,0,0,0.575288954,0,0,0,0,0,0,0,0,0,0
E01026705,URB,Urban buffer,0.161709614,0,0.006603503,0,5.27E-05,0,0.818649676,0,0,0,0,0,0,0,0,0,0
E01026720,COA,Countryside agriculture,0.67939467,0,0,0,0,0,0.320605328,0,0,0,0,0,0,0,0,0,0
E01026733,COA,Countryside agriculture,0.999998734,0,0,0,0,0,1.25E-06,0,0,0,0,0,0,0,0,0,0
E01026738,COA,Countryside agriculture,0.889348169,0,0,0,0,0,0.110651821,0,0,0,0,0,0,0,0,0,0
E01026740,COA,Countryside agriculture,0.99675761,0,0,0,0,0,0.003242432,0,0,0,0,0,0,0,0,0,0
E01026743,COA,Countryside agriculture,0.838679691,0,0.031601201,0,0,0,0.12971908,0,0,0,0,0,0,0,0,0,0
E01026765,COA,Countryside agriculture,0.985771312,0,0,0,0,0,0.007827613,0,0,0,0,0,0,0,0,0,0
E01026789,COA,Countryside agriculture,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026828,OPS,Open sprawl,0,0,0.653906951,0,0.122548304,0,0,0,0.174743759,0.048800969,0,0,0,0,0,0,0
E01026834,CRN,Connected residential neighbourhoods,0,0,0,0,0,0,0,0.255131894,0.136234399,0.608633691,0,0,0,0,0,0,0
E01026870,URB,Urban buffer,0,1.47E-06,0.347441971,0,0,0,0.563288552,0.089268019,0,0,0,0,0,0,0,0,0
E01026871,URB,Urban buffer,0,0.0032686,0.064821055,0,0,0,0.917635208,0.014275153,0,0,0,0,0,0,0,0,0
E01026891,OPS,Open sprawl,0,0.006274153,0.562564902,0,0,0,0.427096707,0.004064225,0,0,0,0,0,0,0,0,0
E01026904,COA,Countryside agriculture,0.999991929,0,0,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0
E01026912,COA,Countryside agriculture,0.847359109,0,0.001005188,0,0,0,0.151635715,0,0,0,0,0,0,0,0,0,0
E01026921,URB,Urban buffer,0.349101171,9.19E-05,0.031687033,0,0,0,0.619119893,0,0,0,0,0,0,0,0,0,0
E01026931,COA,Countryside agriculture,0.577354201,0,0,0,0,0,0.422645804,0,0,0,0,0,0,0,0,0,0
E01026944,COA,Countryside agriculture,0.99999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01026953,URB,Urban buffer,0,0,0.26677897,0,0,0,0.73322103,0,0,0,0,0,0,0,0,0,0
E01026959,DIS,Disconnected suburbia,0,0,0.016307707,0,0.000203261,0,0,0.983489033,0,0,0,0,0,0,0,0,0
E01026961,WAL,Warehouse/Park land,0,0,0,0,0.602191052,0,0,0.397808953,0,0,0,0,0,0,0,0,0
E01026967,DIS,Disconnected suburbia,0,0,0.403174565,0,0.033437201,0,0,0.56338826,0,0,0,0,0,0,0,0,0
E01026985,URB,Urban buffer,0,0,0.248783641,0,0,0,0.68851947,0.062696909,0,0,0,0,0,0,0,0,0
E01027008,URB,Urban buffer,0,0,0.108288817,0,0.063854087,0,0.807353104,0.020504019,0,0,0,0,0,0,0,0,0
E01027016,COA,Countryside agriculture,0.817856748,0,0.003533248,0,0,0,0.178594393,1.56E-05,0,0,0,0,0,0,0,0,0
E01027039,URB,Urban buffer,0,0,0.012586394,0,0.005487332,0,0.936312437,0.045613835,0,0,0,0,0,0,0,0,0
E01027059,CRN,Connected residential neighbourhoods,0,0.192030769,0.149655555,0,0,0,0,0.005164659,0,0.653149002,0,0,0,0,0,0,0
E01027070,ACS,Accessible suburbia,0,0.556212519,0.042098975,0,0.015903584,0,0.209640668,0.176144251,0,0,0,0,0,0,0,0,0
E01027083,URB,Urban buffer,0,0.063037298,0,0,0.122470022,0.038440775,0.549755458,0,0,0.226296474,0,0,0,0,0,0,0
E01027181,OPS,Open sprawl,0,0.156474213,0.68970067,0,0.15382511,0,0,0,0,0,0,0,0,0,0,0,0
E01027193,URB,Urban buffer,0,0,0.084390192,0,0.047702917,0,0.789849848,0.078057057,0,0,0,0,0,0,0,0,0
E01027197,DIS,Disconnected suburbia,0,0,0.440209714,0,0,0,0,0.559790283,0,0,0,0,0,0,0,0,0
E01027198,OPS,Open sprawl,0,0,0.463648814,0,0.257452451,0,0,0.278898747,0,0,0,0,0,0,0,0,0
E01027204,OPS,Open sprawl,0,0,0.995153748,0,0,0,0,0.004846218,0,0,0,0,0,0,0,0,0
E01027215,OPS,Open sprawl,0,0.002349068,0.627463608,0,0,0,0,0.370187348,0,0,0,0,0,0,0,0,0
E01027233,OPS,Open sprawl,0,0,0.999999967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01027247,OPS,Open sprawl,0,0,0.906425276,0,0,0,0,0.093574735,0,0,0,0,0,0,0,0,0
E01027270,URB,Urban buffer,0,0,0.334832183,0,0,0,0.665167791,0,0,0,0,0,0,0,0,0,0
E01027285,URB,Urban buffer,0.12864674,0,0,0,0,0,0.871353301,0,0,0,0,0,0,0,0,0,0
E01027295,COA,Countryside agriculture,0.579147015,0,0.000235608,0,0,0,0.420617409,0,0,0,0,0,0,0,0,0,0
E01027315,URB,Urban buffer,0,0,0.007429012,0,0.041016354,0,0.909232398,0,0.038322931,0.000343181,0.003656111,0,0,0,0,0,0
E01027343,OPS,Open sprawl,0,0,1.000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01027356,COA,Countryside agriculture,0.818441379,0,0.000100087,0.173619616,0,0,0.005697997,0,0,0,0,0,0,0,0,0,0
